ID,Name,priority0,priority1,priority2,priority3,priority4,priority5,priority6,priority7,priority8,priority9,priority10,priority11,priority12,priority13,priority14,priority15,priority16,priority17,priority18,priority19,priority20,priority21,priority22,priority23,priority24,priority25,priority26,priority27,priority28,priority29,priority30,priority31,dummy,phyisicalKey_0,traitsType_0,a2dOperator_0,applyTarget_0,isAnalog_0,enableWin64_0,enablePS4_0,enableXboxOne_0,time1_0,time2_0,a2dThreshold_0,phyisicalKey_1,traitsType_1,a2dOperator_1,applyTarget_1,isAnalog_1,enableWin64_1,enablePS4_1,enableXboxOne_1,time1_1,time2_1,a2dThreshold_1,phyisicalKey_2,traitsType_2,a2dOperator_2,applyTarget_2,isAnalog_2,enableWin64_2,enablePS4_2,enableXboxOne_2,time1_2,time2_2,a2dThreshold_2,phyisicalKey_3,traitsType_3,a2dOperator_3,applyTarget_3,isAnalog_3,enableWin64_3,enablePS4_3,enableXboxOne_3,time1_3,time2_3,a2dThreshold_3,phyisicalKey_4,traitsType_4,a2dOperator_4,applyTarget_4,isAnalog_4,enableWin64_4,enablePS4_4,enableXboxOne_4,time1_4,time2_4,a2dThreshold_4,phyisicalKey_5,traitsType_5,a2dOperator_5,applyTarget_5,isAnalog_5,enableWin64_5,enablePS4_5,enableXboxOne_5,time1_5,time2_5,a2dThreshold_5,phyisicalKey_6,traitsType_6,a2dOperator_6,applyTarget_6,isAnalog_6,enableWin64_6,enablePS4_6,enableXboxOne_6,time1_6,time2_6,a2dThreshold_6,phyisicalKey_7,traitsType_7,a2dOperator_7,applyTarget_7,isAnalog_7,enableWin64_7,enablePS4_7,enableXboxOne_7,time1_7,time2_7,a2dThreshold_7,
0,DebugMenu：モード切替,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,[0|0|0|0|0|0|0|0|0|0|0|0],56,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5
2,DebugMenu：↑,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,[0|0|0|0|0|0|0|0|0|0|0|0],51,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,248,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5
3,DebugMenu：↓,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,[0|0|0|0|0|0|0|0|0|0|0|0],52,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,253,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5
4,DebugMenu：←,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,[0|0|0|0|0|0|0|0|0|0|0|0],53,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,250,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5
5,DebugMenu：→,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,[0|0|0|0|0|0|0|0|0|0|0|0],54,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,251,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5
6,DebugMenu：パラメータ初期化,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,[0|0|0|0|0|0|0|0|0|0|0|0],64,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5
7,DebugMenu：スケール10倍,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,[0|0|0|0|0|0|0|0|0|0|0|0],59,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5
8,DebugMenu：スケール100倍,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,[0|0|0|0|0|0|0|0|0|0|0|0],63,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5
9,DebugMenu：親操作,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,[0|0|0|0|0|0|0|0|0|0|0|0],60,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5
10,DebugMenu：決定,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,[0|0|0|0|0|0|0|0|0|0|0|0],65,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5,-1,0,0,0,0,1,1,1,0,0,0.5
